name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gw,player_id,first_name,last_name
Stefan Johansen,MID,Fulham,0,0,0,0,0,0,174,22,0,0,0,0,2020-09-28T16:45:00Z,0,2,0,0,0,0,3,0,2570,3,0,0,0,-533,104,637,49,TRUE,0,3,174,Stefan,Johansen
Steven Alzate,MID,Brighton,1.3,0,0,25,0,34.7,79,19,3,0,5.5,15.8,2020-09-26T11:30:00Z,90,13,0,0,0,0,3,0,70040,3,2,4,2,28663,47799,19136,45,TRUE,0,3,79,Steven,Alzate
Steven Bergwijn,MID,Spurs,1.5,0,0,4,0,18.5,400,26,1,0,4.7,11,2020-09-27T13:00:00Z,45,14,0,0,0,0,3,0,44979,1,1,17,1,-25569,1458,27027,73,TRUE,0,3,400,Steven,Bergwijn
Stuart Armstrong,MID,Southampton,1.7,0,0,7,1,4.1,368,20,0,0,2.8,9.4,2020-09-26T19:00:00Z,90,4,0,0,0,0,3,0,14266,1,0,14,3,-1291,1843,3134,55,FALSE,0,3,368,Stuart,Armstrong
Stuart Dallas,DEF,Leeds,2.8,0,0,22,1,19.3,200,25,0,0,6.8,16.2,2020-09-27T11:00:00Z,90,15,0,0,0,0,3,0,336050,1,0,32,6,-24854,32459,57313,45,FALSE,0,3,200,Stuart,Dallas
Sébastien Haller,FWD,West Ham,2.3,0,0,27,0,0.3,441,28,0,1,5,33,2020-09-27T18:00:00Z,2,20,0,0,0,0,3,0,23710,0,4,17,5,-8309,953,9262,63,TRUE,0,3,441,Sébastien,Haller
Tahith Chong,MID,Man Utd,0,0,0,0,0,0,316,19,0,0,0,0,2020-09-26T11:30:00Z,0,3,0,0,0,0,3,0,1172,3,2,0,0,-81,160,241,45,FALSE,0,3,316,Tahith,Chong
Takumi Minamino,MID,Liverpool,1.2,0,0,3,0,0,258,23,0,0,0,0,2020-09-28T19:00:00Z,1,1,0,0,0,0,3,0,14945,1,3,0,1,-7447,455,7902,63,TRUE,0,3,258,Takumi,Minamino
Tammy Abraham,FWD,Chelsea,3.3,0,0,23,0,4.2,118,27,3,1,7.9,29.6,2020-09-26T16:30:00Z,90,18,0,0,0,0,3,0,178418,3,3,45,6,-57625,5515,63140,73,FALSE,0,3,118,Tammy,Abraham
Tanguy Ndombele,MID,Spurs,1.2,0,0,3,0,5.1,405,26,1,0,1.1,2,2020-09-27T13:00:00Z,13,14,0,0,0,0,3,0,15690,1,1,4,1,-1369,2510,3879,60,TRUE,0,3,405,Tanguy,Ndombele
Tariq Lamptey,DEF,Brighton,2,1,0,21,0,2.5,77,19,3,0,1.5,10,2020-09-26T11:30:00Z,90,13,0,0,0,0,3,0,449371,3,2,2,4,173130,246717,73587,46,TRUE,0,3,77,Tariq,Lamptey
Teden Mengi,DEF,Man Utd,1,0,0,0,0,0,319,19,0,0,0,0,2020-09-26T11:30:00Z,0,3,0,0,0,0,3,0,48603,3,2,0,0,-1011,5010,6021,40,FALSE,0,3,319,Teden,Mengi
Theo Walcott,MID,Everton,0,0,0,0,0,0,148,21,0,0,0,0,2020-09-26T14:00:00Z,0,6,0,0,0,0,3,0,13382,2,1,0,0,-3739,551,4290,59,FALSE,0,3,148,Theo,Walcott
Thiago Alcántara do Nascimento,MID,Liverpool,1,0,0,0,0,0,531,23,0,0,0,0,2020-09-28T19:00:00Z,0,1,0,0,0,0,3,0,249668,1,3,0,0,143807,181207,37400,60,TRUE,0,3,531,Thiago,Alcántara do Nascimento
Thiago Thiago,DEF,Chelsea,1.3,0,0,11,0,2.9,490,27,3,0,1.4,10.6,2020-09-26T16:30:00Z,72,18,0,0,0,0,3,0,154113,3,3,0,1,-5244,26200,31444,55,FALSE,0,3,490,Thiago,Thiago
Timothy Castagne,DEF,Leicester,8.5,1,0,22,0,15.4,498,24,2,0,4.4,24.4,2020-09-27T15:30:00Z,90,12,0,0,0,0,3,0,710062,5,2,4,4,312939,408415,95476,56,FALSE,0,3,498,Timothy,Castagne
Timothy Fosu-Mensah,DEF,Man Utd,1,0,0,0,0,0,312,19,0,0,0,0,2020-09-26T11:30:00Z,0,3,0,0,0,0,3,0,9394,3,2,0,0,520,2251,1731,45,FALSE,0,3,312,Timothy,Fosu-Mensah
Timo Werner,FWD,Chelsea,4,0,0,5,0,11.3,117,27,3,0,7.8,8.4,2020-09-26T16:30:00Z,90,18,0,0,0,0,3,0,2485820,3,3,58,2,-174552,254577,429129,95,FALSE,0,3,117,Timo,Werner
Tim Ream,DEF,Fulham,0.7,0,0,16,0,1.8,176,22,3,0,1.4,11.8,2020-09-28T16:45:00Z,90,2,0,0,0,0,3,0,13117,3,0,0,1,-2245,338,2583,45,TRUE,0,3,176,Tim,Ream
Toby Alderweireld,DEF,Spurs,1.2,0,0,0,0,0,386,26,0,0,0,0,2020-09-27T13:00:00Z,0,14,0,0,0,0,3,0,167709,1,1,0,0,-23668,11803,35471,55,TRUE,0,3,386,Toby,Alderweireld
Tomas Soucek,MID,West Ham,3.3,1,0,11,1,1,449,28,0,0,7.3,12,2020-09-27T18:00:00Z,90,20,0,0,0,0,3,0,266500,0,4,60,6,-66564,12006,78570,50,TRUE,0,3,449,Tomas,Soucek
Tommy Doyle,MID,Man City,0.5,0,0,0,0,0,285,24,0,0,0,0,2020-09-27T15:30:00Z,0,9,0,0,0,0,3,0,7281,5,2,0,0,-226,943,1169,45,TRUE,0,3,285,Tommy,Doyle
Tom Cairney,MID,Fulham,0.7,0,0,16,0,40.7,175,22,3,0,6.2,18.2,2020-09-28T16:45:00Z,90,2,0,0,0,0,3,0,13733,3,0,3,1,-4228,392,4620,54,TRUE,1,3,175,Tom,Cairney
Tom Davies,MID,Everton,0.7,0,0,2,0,0,163,21,0,0,0,0,2020-09-26T14:00:00Z,1,6,0,0,0,0,3,0,8286,2,1,0,1,-1465,540,2005,54,FALSE,0,3,163,Tom,Davies
Tom Heaton,GK,Aston Villa,0,0,0,0,0,0,28,22,0,0,0,0,2020-09-28T16:45:00Z,0,8,0,0,0,0,3,0,3823,3,0,0,0,-445,179,624,45,FALSE,0,3,28,Tom,Heaton
Trent Alexander-Arnold,DEF,Liverpool,5.5,1,3,31,0,45.6,259,23,1,0,9.2,35.2,2020-09-28T19:00:00Z,90,1,0,0,0,0,3,0,3020468,1,3,11,7,-186261,90839,277100,75,TRUE,1,3,259,Trent,Alexander-Arnold
Tyler Roberts,MID,Leeds,0.5,0,0,2,0,5.2,206,25,0,0,0.5,0,2020-09-27T11:00:00Z,45,15,0,0,0,0,3,0,5570,1,0,0,1,-699,616,1315,50,FALSE,0,3,206,Tyler,Roberts
Tyrick Mitchell,DEF,Crystal Palace,4,0,0,10,0,6.9,146,21,2,0,3.1,21.6,2020-09-26T14:00:00Z,90,7,0,0,0,0,3,0,1680837,2,1,2,1,390665,451120,60455,41,TRUE,0,3,146,Tyrick,Mitchell
Tyrone Mings,DEF,Aston Villa,11,0,1,31,1,0.2,41,22,0,1,9.6,61.4,2020-09-28T16:45:00Z,90,8,0,0,0,0,3,0,155915,3,0,34,12,33228,44618,11390,50,FALSE,1,3,41,Tyrone,Mings
Vicente Guaita,GK,Crystal Palace,5,0,0,13,0,0,128,21,2,0,2.2,21.8,2020-09-26T14:00:00Z,90,7,0,0,0,0,3,3,297108,2,1,0,2,54379,113617,59238,50,TRUE,0,3,128,Vicente,Guaita
Victor Lindelöf,DEF,Man Utd,2,0,0,22,0,0.5,308,19,2,0,2.7,26.2,2020-09-26T11:30:00Z,90,3,0,0,0,0,3,0,115282,3,2,0,1,-16933,5627,22560,50,FALSE,0,3,308,Victor,Lindelöf
Virgil van Dijk,DEF,Liverpool,5.8,0,0,14,0,1.7,250,23,1,0,4.7,20.4,2020-09-28T19:00:00Z,90,1,0,0,0,0,3,0,1978302,1,3,25,2,42574,162364,119790,65,TRUE,0,3,250,Virgil,van Dijk
Vitor Ferreira,MID,Wolves,0.7,0,0,4,0,12.1,515,28,1,0,2,7.4,2020-09-27T18:00:00Z,17,19,0,0,0,0,3,0,2711,0,4,0,1,-475,190,665,50,FALSE,0,3,515,Vitor,Ferreira
Wayne Hennessey,GK,Crystal Palace,0,0,0,0,0,0,126,21,0,0,0,0,2020-09-26T14:00:00Z,0,7,0,0,0,0,3,0,49845,2,1,0,0,-4682,1723,6405,45,TRUE,0,3,126,Wayne,Hennessey
Wesley Moraes,FWD,Aston Villa,0,0,0,0,0,0,48,22,0,0,0,0,2020-09-28T16:45:00Z,0,8,0,0,0,0,3,0,721,3,0,0,0,-152,60,212,60,FALSE,0,3,48,Wesley,Moraes
Wes Foderingham,GK,Sheffield Utd,0.5,0,0,0,0,0,350,25,0,0,0,0,2020-09-27T11:00:00Z,0,10,0,0,0,0,3,0,9815,1,0,0,0,-988,174,1162,45,TRUE,0,3,350,Wes,Foderingham
Wes Morgan,DEF,Leicester,-0.2,0,0,0,0,0,216,24,0,0,0,0,2020-09-27T15:30:00Z,0,12,0,0,0,0,3,0,8807,5,2,0,0,1148,2340,1192,44,FALSE,0,3,216,Wes,Morgan
Wilfred Ndidi,MID,Leicester,0,0,0,0,0,0,236,24,0,0,0,0,2020-09-27T15:30:00Z,0,12,0,0,0,0,3,0,102875,5,2,0,0,-41836,4583,46419,50,FALSE,0,3,236,Wilfred,Ndidi
Wilfried Zaha,MID,Crystal Palace,8,0,0,-1,0,2.9,141,21,2,0,5.1,1.6,2020-09-26T14:00:00Z,90,7,0,0,0,0,3,0,1210529,2,1,46,1,466643,598146,131503,71,TRUE,1,3,141,Wilfried,Zaha
William Saliba,DEF,Arsenal,-0.5,0,0,0,0,0,27,23,0,0,0,0,2020-09-28T19:00:00Z,0,11,0,0,0,0,3,0,116140,1,3,0,0,-44835,5059,49894,43,FALSE,0,3,27,William,Saliba
William Smallbone,MID,Southampton,1,0,0,0,0,0,379,20,0,0,0,0,2020-09-26T19:00:00Z,0,4,0,0,0,0,3,0,39762,1,0,0,0,809,8507,7698,45,FALSE,0,3,379,William,Smallbone
Willian Borges Da Silva,MID,Arsenal,5.5,0,0,6,0,13.7,478,23,2,0,1.5,0.8,2020-09-28T19:00:00Z,67,11,0,0,0,0,3,0,858445,1,3,0,2,-253539,81422,334961,81,FALSE,0,3,478,Willian,Borges Da Silva
Willy Boly,DEF,Wolves,2.3,0,0,17,0,0.9,458,28,4,0,1.6,15.2,2020-09-27T18:00:00Z,90,19,0,0,0,0,3,0,171768,0,4,0,0,5356,24615,19259,55,FALSE,0,3,458,Willy,Boly
Willy Caballero,GK,Chelsea,1.3,0,0,7,0,0,101,27,3,0,0.4,4.2,2020-09-26T16:30:00Z,90,18,0,0,0,0,3,0,21775,3,3,0,1,-1955,1763,3718,49,FALSE,0,3,101,Willy,Caballero
Xherdan Shaqiri,MID,Liverpool,0.5,0,0,0,0,0,247,23,0,0,0,0,2020-09-28T19:00:00Z,0,1,0,0,0,0,3,0,2993,1,3,0,0,-540,98,638,64,TRUE,0,3,247,Xherdan,Shaqiri
Yan Valery,DEF,Southampton,0,0,0,0,0,0,378,20,0,0,0,0,2020-09-26T19:00:00Z,0,4,0,0,0,0,3,0,5481,1,0,0,0,-782,250,1032,49,FALSE,0,3,378,Yan,Valery
Yerry Mina,DEF,Everton,3,0,0,15,0,0.3,162,21,1,0,1.7,17,2020-09-26T14:00:00Z,90,6,0,0,0,0,3,0,102121,2,1,0,2,7,15442,15435,55,FALSE,0,3,162,Yerry,Mina
Yoshinori Muto,FWD,Newcastle,0,0,0,0,0,0,341,26,0,0,0,0,2020-09-27T13:00:00Z,0,17,0,0,0,0,3,0,14868,1,1,0,0,-7656,242,7898,49,FALSE,0,3,341,Yoshinori,Muto
Youri Tielemans,MID,Leicester,3.2,0,0,27,0,2,228,24,2,1,6.5,46.2,2020-09-27T15:30:00Z,90,12,0,0,0,0,3,0,113040,5,2,17,6,-24255,4668,28923,64,FALSE,1,3,228,Youri,Tielemans
Yves Bissouma,MID,Brighton,0,0,0,0,0,0,76,19,0,0,0,0,2020-09-26T11:30:00Z,0,13,0,0,0,0,3,0,242593,3,2,0,0,-68822,13774,82596,45,TRUE,0,3,76,Yves,Bissouma
Zack Steffen,GK,Man City,0.5,0,0,0,0,0,538,24,0,0,0,0,2020-09-27T15:30:00Z,0,9,0,0,0,0,3,0,431,5,2,0,0,105,136,31,45,TRUE,0,3,538,Zack,Steffen
Zeze Steven Sessegnon,DEF,Fulham,0,0,0,0,0,0,192,22,0,0,0,0,2020-09-28T16:45:00Z,0,2,0,0,0,0,3,0,5507,3,0,0,0,-1721,121,1842,44,TRUE,0,3,192,Zeze Steven,Sessegnon
Çaglar Söyüncü,DEF,Leicester,1.8,0,0,4,0,0.5,238,24,2,0,1.8,15,2020-09-27T15:30:00Z,90,12,0,0,0,0,3,0,787846,5,2,2,0,-95807,30897,126704,55,FALSE,1,3,238,Çaglar,Söyüncü
Ørjan Nyland,GK,Aston Villa,0,0,0,0,0,0,35,22,0,0,0,0,2020-09-28T16:45:00Z,0,8,0,0,0,0,3,0,1019427,3,0,0,0,-51879,54427,106306,40,FALSE,0,3,35,Ørjan,Nyland
Aaron Connolly,FWD,Brighton,2.7,0,0,7,0,0.3,78,32,3,0,0.7,3,2020-10-03T14:00:00Z,65,7,0,0,0,0,4,0,55125,2,4,4,2,-1311,10399,11710,55,FALSE,0,4,78,Aaron,Connolly
Aaron Cresswell,DEF,West Ham,5.5,2,3,57,1,52.5,435,34,0,0,10.5,52.8,2020-10-04T11:00:00Z,90,9,0,0,0,0,4,0,61303,3,0,0,15,77,5241,5164,49,FALSE,0,4,435,Aaron,Cresswell
Aaron Mooy,MID,Brighton,0,0,0,0,0,0,60,32,0,0,0,0,2020-10-03T14:00:00Z,0,7,0,0,0,0,4,0,1121,2,4,0,0,-147,30,177,50,FALSE,0,4,60,Aaron,Mooy
Aaron Ramsdale,GK,Sheffield Utd,1.7,0,0,13,0,0,483,29,2,0,2.1,18.6,2020-10-04T13:00:00Z,90,1,0,0,0,0,4,3,335363,1,2,2,2,-45840,3387,49227,50,FALSE,0,4,483,Aaron,Ramsdale
Aaron Wan-Bissaka,DEF,Man Utd,0,0,0,13,0,3.1,313,35,6,0,3.2,27,2020-10-04T15:30:00Z,90,17,0,0,0,0,4,0,668279,6,1,2,-1,-106230,9167,115397,54,TRUE,0,4,313,Aaron,Wan-Bissaka
Abdoulaye Doucouré,MID,Everton,3.3,1,0,29,0,34.8,512,32,2,0,6.9,32.4,2020-10-03T14:00:00Z,90,3,0,0,0,0,4,0,119765,2,4,2,5,-14841,8995,23836,55,TRUE,0,4,512,Abdoulaye,Doucouré
Aboubakar Kamara,MID,Fulham,0.5,0,0,0,0,0.8,190,38,0,0,3,4.2,2020-10-04T13:00:00Z,23,20,0,0,0,0,4,0,7527,0,1,25,1,-1097,455,1552,50,FALSE,0,4,190,Aboubakar,Kamara
Adama Traoré,MID,Wolves,2.5,0,0,3,0,0.1,465,38,0,0,0.4,4,2020-10-04T13:00:00Z,8,8,0,0,0,0,4,0,1025920,0,1,0,1,-79097,66904,146001,65,TRUE,0,4,465,Adama,Traoré
Adam Forshaw,MID,Leeds,0,0,0,0,0,0,199,33,0,0,0,0,2020-10-03T16:30:00Z,0,12,0,0,0,0,4,0,836,1,1,0,0,-151,8,159,49,TRUE,0,4,199,Adam,Forshaw
Adam Lallana,MID,Brighton,0.7,0,0,5,0,13,54,32,1,0,2.4,3.4,2020-10-03T14:00:00Z,24,7,0,0,0,0,4,0,42184,2,4,8,1,-5216,1748,6964,64,FALSE,0,4,54,Adam,Lallana
Adam Webster,DEF,Brighton,1.5,0,0,10,0,5,66,32,4,0,3.2,6.8,2020-10-03T14:00:00Z,90,7,0,0,0,0,4,0,163327,2,4,20,0,-10365,4263,14628,45,FALSE,0,4,66,Adam,Webster
Ademola Lookman,MID,Fulham,1,0,0,9,0,12.8,557,38,0,0,2.6,11.2,2020-10-04T13:00:00Z,23,20,0,0,0,0,4,0,436,0,1,2,1,380,430,50,50,FALSE,0,4,557,Ademola,Lookman
Adrien Silva,MID,Leicester,0.5,0,0,0,0,0,220,34,0,0,0,0,2020-10-04T11:00:00Z,0,19,0,0,0,0,4,0,41428,3,0,0,0,-3551,1501,5052,45,TRUE,0,4,220,Adrien,Silva
Adrián Bernabé,MID,Man City,0.4,0,0,0,0,0,537,33,0,0,0,0,2020-10-03T16:30:00Z,0,10,0,0,0,0,4,0,300,1,1,0,0,-62,48,110,45,FALSE,0,4,537,Adrián,Bernabé
Adrián San Miguel del Castillo,GK,Liverpool,1.5,0,0,14,0,0,245,30,7,0,2.3,23,2020-10-04T18:15:00Z,90,2,0,0,0,0,4,4,20094,2,7,0,0,-1092,528,1620,45,FALSE,0,4,245,Adrián,San Miguel del Castillo
Ahmed El-Sayed Hegazy,DEF,West Brom,-0.5,0,0,0,0,0,414,37,0,0,0,0,2020-10-04T11:00:00Z,0,16,0,0,0,0,4,0,33733,0,2,0,0,-8177,234,8411,44,FALSE,0,4,414,Ahmed El-Sayed,Hegazy
Ahmed El Mohamady,DEF,Aston Villa,-1.2,0,0,4,0,11.1,29,30,0,0,1.7,3.6,2020-10-04T18:15:00Z,10,11,0,0,0,0,4,0,27770,2,7,2,1,-3359,639,3998,45,TRUE,0,4,29,Ahmed,El Mohamady
Ainsley Maitland-Niles,DEF,Arsenal,2.5,0,0,2,0,0,15,29,0,0,0.4,4,2020-10-04T13:00:00Z,3,15,0,0,0,0,4,0,119317,1,2,0,1,-9240,4867,14107,50,TRUE,0,4,15,Ainsley,Maitland-Niles
Albian Ajeti,FWD,West Ham,0,0,0,0,0,0,447,34,0,0,0,0,2020-10-04T11:00:00Z,0,9,0,0,0,0,4,0,496,3,0,0,0,-64,48,112,55,FALSE,0,4,447,Albian,Ajeti
Aleksandar Mitrović,FWD,Fulham,3.7,0,0,8,0,23.2,184,38,1,0,6.3,6,2020-10-04T13:00:00Z,90,20,0,0,0,0,4,0,1212856,0,1,34,2,-235871,50703,286574,60,FALSE,0,4,184,Aleksandar,Mitrović
Alexandre Lacazette,FWD,Arsenal,5.7,0,0,0,0,0,6,29,0,0,0,0,2020-10-04T13:00:00Z,0,15,0,0,0,0,4,0,395242,1,2,0,0,29347,65917,36570,85,TRUE,0,4,6,Alexandre,Lacazette
Alexis Mac Allister,MID,Brighton,-0.5,0,0,0,0,0,80,32,0,0,0,0,2020-10-03T14:00:00Z,0,7,0,0,0,0,4,0,3108,2,4,0,0,-443,93,536,54,FALSE,0,4,80,Alexis,Mac Allister
Alex Iwobi,MID,Everton,2.3,1,0,15,0,13.6,159,32,2,0,4.5,27.2,2020-10-03T14:00:00Z,65,3,0,0,0,0,4,0,10403,2,4,4,5,-750,608,1358,59,TRUE,0,4,159,Alex,Iwobi
Alex McCarthy,GK,Southampton,4.7,0,2,28,1,0,363,37,0,0,2,20,2020-10-04T11:00:00Z,90,18,0,0,0,0,4,3,1331722,0,2,0,9,27560,80072,52512,45,TRUE,0,4,363,Alex,McCarthy
Alex Oxlade-Chamberlain,MID,Liverpool,0,0,0,0,0,0,248,30,0,0,0,0,2020-10-04T18:15:00Z,0,2,0,0,0,0,4,0,2031,2,7,0,0,-315,57,372,64,FALSE,0,4,248,Alex,Oxlade-Chamberlain
Alfie Mawson,DEF,Fulham,0,0,0,0,0,0,185,38,0,0,0,0,2020-10-04T13:00:00Z,0,20,0,0,0,0,4,0,908,0,1,0,0,-131,30,161,44,FALSE,0,4,185,Alfie,Mawson
Alireza Jahanbakhsh,MID,Brighton,0.2,0,0,0,0,0,71,32,0,0,0,0,2020-10-03T14:00:00Z,0,7,0,0,0,0,4,0,3920,2,4,0,0,-247,386,633,55,FALSE,0,4,71,Alireza,Jahanbakhsh
Alisson Ramses Becker,GK,Liverpool,5.7,0,0,0,0,0,252,30,0,0,0,0,2020-10-04T18:15:00Z,0,2,0,0,0,0,4,0,992958,2,7,0,0,33373,78278,44905,60,FALSE,0,4,252,Alisson,Ramses Becker
Allan Marques Loureiro,MID,Everton,0,0,0,0,0,0,502,32,0,0,0,0,2020-10-03T14:00:00Z,0,3,0,0,0,0,4,0,100840,2,4,0,0,-26221,9196,35417,55,TRUE,0,4,502,Allan,Marques Loureiro
Allan Saint-Maximin,MID,Newcastle,3,1,2,42,0,37.4,338,36,1,1,12.1,60.2,2020-10-03T19:00:00Z,72,4,0,0,0,0,4,0,526681,1,3,23,12,-190292,4317,194609,54,TRUE,0,4,338,Allan,Saint-Maximin
Alphonse Areola,GK,Fulham,0.7,0,0,17,0,0,516,38,1,0,2.6,26.2,2020-10-04T13:00:00Z,90,20,0,0,0,0,4,4,89827,0,1,0,3,-7566,4123,11689,45,FALSE,0,4,516,Alphonse,Areola
Andreas Christensen,DEF,Chelsea,0.3,0,0,0,0,0,116,31,0,0,0,0,2020-10-03T11:30:00Z,0,6,0,0,0,0,4,0,22240,0,4,0,0,-1519,1492,3011,49,TRUE,0,4,116,Andreas,Christensen
Andreas Pereira,MID,Man Utd,0,0,0,0,0,0,304,35,0,0,0,0,2020-10-04T15:30:00Z,0,17,0,0,0,0,4,0,4722,6,1,0,0,-620,205,825,49,TRUE,0,4,304,Andreas,Pereira
Andrew Robertson,DEF,Liverpool,6.3,0,0,13,0,27.2,255,30,7,0,8.3,24.4,2020-10-04T18:15:00Z,90,2,0,0,0,0,4,0,1025161,2,7,31,-1,108222,153683,45461,70,FALSE,0,4,255,Andrew,Robertson
Andriy Yarmolenko,MID,West Ham,-0.3,0,0,0,0,0,436,34,0,0,0,0,2020-10-04T11:00:00Z,0,9,0,0,0,0,4,0,8650,3,0,0,0,-1504,527,2031,58,FALSE,0,4,436,Andriy,Yarmolenko
Andros Townsend,MID,Crystal Palace,5.5,0,0,9,0,29.4,137,31,4,0,3.7,7.8,2020-10-03T11:30:00Z,90,5,0,0,0,0,4,0,267037,0,4,0,2,115403,148642,33239,61,FALSE,0,4,137,Andros,Townsend
André Filipe Tavares Gomes,MID,Everton,0,0,0,0,0,0,158,32,0,0,0,0,2020-10-03T14:00:00Z,0,3,0,0,0,0,4,0,29624,2,4,0,0,-4013,3719,7732,55,TRUE,0,4,158,André Filipe,Tavares Gomes
André-Frank Zambo Anguissa,MID,Fulham,2,0,0,18,0,14.2,191,38,1,0,3.6,19.4,2020-10-04T13:00:00Z,90,20,0,0,0,0,4,0,197027,0,1,2,2,6905,28736,21831,45,FALSE,0,4,191,André-Frank,Zambo Anguissa
Andy Carroll,FWD,Newcastle,1.8,0,0,0,0,0,320,36,0,0,0,0,2020-10-03T19:00:00Z,0,4,0,0,0,0,4,0,41322,1,3,0,0,-6319,2812,9131,55,TRUE,0,4,320,Andy,Carroll
Angelo Ogbonna,DEF,West Ham,3,0,0,22,1,0,432,34,0,0,1.7,15.4,2020-10-04T11:00:00Z,90,9,0,0,0,0,4,0,24233,3,0,2,6,-418,1519,1937,49,FALSE,0,4,432,Angelo,Ogbonna
Angus Gunn,GK,Southampton,0.5,0,0,0,0,0,371,37,0,0,0,0,2020-10-04T11:00:00Z,0,18,0,0,0,0,4,0,18158,0,2,0,0,-1255,285,1540,45,TRUE,0,4,371,Angus,Gunn
Anthony Driscoll-Glennon,DEF,Burnley,0,0,0,0,0,0,536,36,0,0,0,0,2020-10-03T19:00:00Z,0,14,0,0,0,0,4,0,3096,1,3,0,0,226,590,364,40,FALSE,0,4,536,Anthony,Driscoll-Glennon
Anthony Gordon,MID,Everton,0.5,0,0,0,0,0,168,32,0,0,0,0,2020-10-03T14:00:00Z,0,3,0,0,0,0,4,0,38408,2,4,0,0,-2230,3966,6196,44,TRUE,0,4,168,Anthony,Gordon
Anthony Knockaert,MID,Fulham,-0.5,0,0,0,0,0,177,38,0,0,0,0,2020-10-04T13:00:00Z,0,20,0,0,0,0,4,0,6705,0,1,0,0,-1241,216,1457,53,FALSE,0,4,177,Anthony,Knockaert
Anthony Martial,FWD,Man Utd,1.7,1,0,0,0,1.3,303,35,6,0,0.8,0.8,2020-10-04T15:30:00Z,27,17,0,0,0,1,4,0,655400,6,1,6,1,-290358,12984,303342,89,TRUE,0,4,303,Anthony,Martial
Antonee Robinson,DEF,Fulham,0,0,0,15,0,17.8,484,38,1,0,6.8,31,2020-10-04T13:00:00Z,90,20,0,0,0,0,4,0,6897,0,1,19,2,-598,277,875,44,FALSE,0,4,484,Antonee,Robinson
Antonio Rüdiger,DEF,Chelsea,0.5,0,0,0,0,0,109,31,0,0,0,0,2020-10-03T11:30:00Z,0,6,0,0,0,0,4,0,74266,0,4,0,0,-19227,2018,21245,47,TRUE,0,4,109,Antonio,Rüdiger
Anwar El Ghazi,MID,Aston Villa,-1.5,0,0,0,0,0,45,30,0,0,0,0,2020-10-04T18:15:00Z,0,11,0,0,0,0,4,0,8507,2,7,0,0,-1307,391,1698,59,TRUE,0,4,45,Anwar,El Ghazi
Arthur Masuaku,DEF,West Ham,4.3,0,0,19,1,2.8,442,34,0,0,1.9,9.4,2020-10-04T11:00:00Z,90,9,0,0,0,0,4,0,39555,3,0,7,6,16834,21409,4575,45,FALSE,0,4,442,Arthur,Masuaku
Ashley Barnes,FWD,Burnley,0.3,0,0,1,0,27.2,87,36,3,0,5.8,1.2,2020-10-03T19:00:00Z,76,14,0,0,0,0,4,0,5910,1,3,30,1,-69,814,883,60,FALSE,1,4,87,Ashley,Barnes
Ashley Westwood,MID,Burnley,4,0,1,33,0,3.7,89,36,3,1,6.3,42.2,2020-10-03T19:00:00Z,90,14,0,0,0,0,4,0,45251,1,3,17,8,-4586,1017,5603,55,FALSE,0,4,89,Ashley,Westwood
Axel Tuanzebe,DEF,Man Utd,0,0,0,0,0,0,307,35,0,0,0,0,2020-10-04T15:30:00Z,0,17,0,0,0,0,4,0,1342,6,1,0,0,-144,30,174,45,TRUE,0,4,307,Axel,Tuanzebe
Aymeric Laporte,DEF,Man City,2.2,0,0,9,0,0.7,280,33,1,0,1.8,10.8,2020-10-03T16:30:00Z,90,10,0,0,0,0,4,0,207518,1,1,6,2,-15958,5388,21346,60,FALSE,0,4,280,Aymeric,Laporte
Ayoze Pérez,MID,Leicester,2.3,0,0,9,0,4.8,229,34,2,0,0.7,1.8,2020-10-04T11:00:00Z,63,19,0,0,0,0,4,0,118569,3,0,0,2,-31074,3452,34526,63,TRUE,0,4,229,Ayoze,Pérez
Bailey Peacock-Farrell,GK,Burnley,0,0,0,0,0,0,99,36,0,0,0,0,2020-10-03T19:00:00Z,0,14,0,0,0,0,4,0,107272,1,3,0,0,1486,5096,3610,40,FALSE,0,4,99,Bailey,Peacock-Farrell
Bamidele Alli,MID,Spurs,0.5,0,0,5,0,1.8,394,35,0,0,0.7,1,2020-10-04T15:30:00Z,21,13,0,0,0,0,4,0,55400,6,1,4,1,-18416,2118,20534,76,FALSE,0,4,394,Bamidele,Alli
Barry Douglas,DEF,Leeds,-1.5,0,0,0,0,0,196,33,0,0,0,0,2020-10-03T16:30:00Z,0,12,0,0,0,0,4,0,695216,1,1,0,0,-73184,14893,88077,40,TRUE,0,4,196,Barry,Douglas
Benjamin Chilwell,DEF,Chelsea,5,1,3,51,1,56.7,232,31,0,1,14.8,64.2,2020-10-03T11:30:00Z,90,6,0,0,0,0,4,0,122194,0,4,27,18,7687,23008,15321,55,TRUE,0,4,232,Benjamin,Chilwell
Benjamin Mendy,DEF,Man City,2.2,0,0,2,0,1.3,274,33,1,0,0.1,0,2020-10-03T16:30:00Z,70,10,0,0,0,0,4,0,124430,1,1,2,1,-10029,3502,13531,60,FALSE,1,4,274,Benjamin,Mendy
