name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gw,player_id,first_name,last_name
Ricardo Domingos Barbosa Pereira,DEF,Leicester,2,1,0,21,0,40.1,226,308,3,0,9.7,34.8,2021-04-11T13:05:00Z,90,19,0,0,0,0,31,0,51428,2,3,22,3,-1756,2589,4345,59,FALSE,1,31,226,Ricardo Domingos,Barbosa Pereira
Carlos Vinicius Alves Morais,FWD,Spurs,2,0,0,0,0,0,564,306,0,0,0,0,2021-04-11T15:30:00Z,0,13,0,0,0,0,31,0,8138,3,1,0,0,-59,435,494,69,TRUE,0,31,564,Carlos Vinicius,Alves Morais
Harry Kane,FWD,Spurs,7.3,0,0,0,0,3.7,388,306,3,0,4.5,9.2,2021-04-11T15:30:00Z,90,13,0,0,0,0,31,0,3982781,3,1,32,2,140775,171023,30248,117,TRUE,0,31,388,Harry,Kane
Joseph Willock,MID,Newcastle,2.7,0,0,0,0,0,20,300,0,0,0,0,2021-04-11T11:00:00Z,0,4,0,0,0,0,31,0,14900,2,1,0,0,461,1826,1365,47,FALSE,0,31,20,Joseph,Willock
Mamadou Sakho,DEF,Crystal Palace,0,0,0,0,0,0,127,301,0,0,0,0,2021-04-10T16:30:00Z,0,5,0,0,0,0,31,0,11558,4,1,0,0,-27,31,58,44,TRUE,0,31,127,Mamadou,Sakho
Reda Khadra,MID,Brighton,0,0,0,0,0,0,630,299,0,0,0,0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,349,0,0,0,0,5,21,16,45,TRUE,0,31,630,Reda,Khadra
Niall Huggins,FWD,Leeds,-1,0,0,0,0,0,619,304,0,0,0,0,2021-04-10T11:30:00Z,0,12,0,0,0,0,31,0,5662,2,1,0,0,396,819,423,45,FALSE,0,31,619,Niall,Huggins
Facundo Pellistri,MID,Man Utd,0,0,0,0,0,0,575,306,0,0,0,0,2021-04-11T15:30:00Z,0,17,0,0,0,0,31,0,475,3,1,0,0,-2,0,2,52,FALSE,0,31,575,Facundo,Pellistri
Martin Ødegaard,MID,Arsenal,0.6,0,0,0,0,0,645,305,0,0,0,0,2021-04-11T18:00:00Z,0,15,0,0,0,0,31,0,131451,3,0,0,0,-43685,17728,61413,60,FALSE,0,31,645,Martin,Ødegaard
Matteo Guendouzi,MID,Arsenal,0,0,0,0,0,0,25,305,0,0,0,0,2021-04-11T18:00:00Z,0,15,0,0,0,0,31,0,4541,3,0,0,0,-8,0,8,47,FALSE,0,31,25,Matteo,Guendouzi
Kenneth Zohore,FWD,West Brom,0,0,0,0,0,0,416,307,0,0,0,0,2021-04-12T17:00:00Z,0,16,0,0,0,0,31,0,2397,0,3,0,0,-5,0,5,48,TRUE,0,31,416,Kenneth,Zohore
Martin Dubravka,GK,Newcastle,2,0,0,20,0,0,326,300,1,0,3,29.8,2021-04-11T11:00:00Z,90,4,0,0,0,0,31,4,22707,2,1,0,3,-133,963,1096,48,FALSE,0,31,326,Martin,Dubravka
Max Lowe,DEF,Sheffield Utd,-1,0,0,0,0,0,511,305,0,0,0,0,2021-04-11T18:00:00Z,0,1,0,0,0,0,31,0,4002,3,0,0,0,-25,19,44,42,TRUE,0,31,511,Max,Lowe
Tomas Soucek,MID,West Ham,3.3,1,0,25,0,11.9,449,308,2,0,4.2,28,2021-04-11T13:05:00Z,90,9,0,0,0,0,31,0,1065062,2,3,2,4,-95569,25270,120839,53,TRUE,1,31,449,Tomas,Soucek
Rúben Gonçalo Silva Nascimento Vinagre,DEF,Wolves,0,0,0,0,0,0,471,302,0,0,0,0,2021-04-09T19:00:00Z,0,8,0,0,0,0,31,0,58373,1,0,0,0,-100,0,100,41,FALSE,0,31,471,Rúben Gonçalo,Silva Nascimento Vinagre
Gabriel Fernando de Jesus,FWD,Man City,6,0,0,15,0,31.9,282,304,2,0,8.6,9.6,2021-04-10T11:30:00Z,90,10,0,0,0,0,31,0,264138,2,1,44,2,23838,34157,10319,92,TRUE,0,31,282,Gabriel Fernando,de Jesus
Alphonse Areola,GK,Fulham,1.3,0,0,8,0,0,516,302,1,0,1.5,14.6,2021-04-09T19:00:00Z,90,20,0,0,0,0,31,2,419199,1,0,0,2,-7391,12820,20211,46,TRUE,0,31,516,Alphonse,Areola
Kepa Arrizabalaga,GK,Chelsea,0.5,0,0,0,0,0,112,301,0,0,0,0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,44931,4,1,0,0,-152,165,317,47,FALSE,0,31,112,Kepa,Arrizabalaga
Fikayo Tomori,DEF,Chelsea,0,0,0,0,0,0,121,301,0,0,0,0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,14865,4,1,0,0,-32,0,32,47,FALSE,0,31,121,Fikayo,Tomori
Ainsley Maitland-Niles,DEF,West Brom,3,0,0,23,1,3.7,15,307,0,0,2.2,10.4,2021-04-12T17:00:00Z,90,16,0,0,0,0,31,0,70316,0,3,8,6,470,1967,1497,46,TRUE,0,31,15,Ainsley,Maitland-Niles
Brandon Pierrick,MID,Crystal Palace,0,0,0,0,0,0,147,301,0,0,0,0,2021-04-10T16:30:00Z,0,5,0,0,0,0,31,0,6456,4,1,0,0,-45,0,45,43,TRUE,0,31,147,Brandon,Pierrick
Ozan Kabak,DEF,Liverpool,5.5,0,0,12,0,0.3,652,303,1,0,0.5,5,2021-04-10T14:00:00Z,88,2,0,0,0,0,31,0,46802,1,2,0,2,23164,26877,3713,50,TRUE,0,31,652,Ozan,Kabak
Ben Davies,DEF,Spurs,0,0,0,0,0,0,395,306,0,0,0,0,2021-04-11T15:30:00Z,0,13,0,0,0,0,31,0,55860,3,1,0,0,-4218,35,4253,46,TRUE,0,31,653,Ben,Davies
Willy Caballero,GK,Chelsea,0.5,0,0,0,0,0,101,301,0,0,0,0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,15746,4,1,0,0,-32,35,67,46,FALSE,0,31,101,Willy,Caballero
Pierre-Emile Højbjerg,MID,Spurs,2.3,0,0,15,0,12.5,396,306,3,0,3.1,18,2021-04-11T15:30:00Z,90,13,0,0,0,0,31,0,75037,3,1,0,2,-2020,2696,4716,49,TRUE,0,31,396,Pierre-Emile,Højbjerg
Çaglar Söyüncü,DEF,Leicester,0,0,0,0,0,0,238,308,0,0,0,0,2021-04-11T13:05:00Z,0,19,0,0,0,0,31,0,236306,2,3,0,0,-9487,518,10005,53,FALSE,0,31,238,Çaglar,Söyüncü
Harry Lewis,GK,Southampton,0.5,0,0,0,0,0,625,307,0,0,0,0,2021-04-12T17:00:00Z,0,18,0,0,0,0,31,0,2722,0,3,0,0,-18,64,82,40,FALSE,0,31,625,Harry,Lewis
Tommy Doyle,MID,Man City,1,0,0,0,0,0,285,304,0,0,0,0,2021-04-10T11:30:00Z,0,10,0,0,0,0,31,0,5859,2,1,0,0,-9,31,40,44,TRUE,0,31,285,Tommy,Doyle
Ben Johnson,DEF,West Ham,0.7,0,0,4,0,0,452,308,1,0,0.3,3.2,2021-04-11T13:05:00Z,8,9,0,0,0,0,31,0,193992,2,3,0,1,-1033,3242,4275,39,TRUE,0,31,452,Ben,Johnson
Kevin McDonald,MID,Fulham,0,0,0,0,0,0,172,302,0,0,0,0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,1540,1,0,0,0,-2,0,2,47,TRUE,0,31,172,Kevin,McDonald
William Smallbone,MID,Southampton,0,0,0,0,0,0,379,307,0,0,0,0,2021-04-12T17:00:00Z,0,18,0,0,0,0,31,0,11251,0,3,0,0,-53,51,104,43,FALSE,0,31,379,William,Smallbone
Faustino Anjorin,MID,Chelsea,0.5,0,0,0,0,0,605,301,0,0,0,0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,530,4,1,0,0,8,24,16,45,FALSE,0,31,605,Faustino,Anjorin
Lucas Rodrigues Moura da Silva,MID,Spurs,5.3,1,0,15,0,11.1,392,306,2,0,5.7,25.8,2021-04-11T15:30:00Z,81,13,0,0,0,0,31,0,157924,3,1,20,5,-21490,5723,27213,66,TRUE,0,31,392,Lucas,Rodrigues Moura da Silva
Harry Tyrer,GK,Everton,0,0,0,0,0,0,682,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,286,0,0,0,0,31,60,29,40,FALSE,0,31,682,Harry,Tyrer
Thiago Thiago,DEF,Chelsea,0,0,0,0,0,0,490,301,0,0,0,0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,200280,4,1,0,0,-5826,429,6255,56,FALSE,0,31,490,Thiago,Thiago
Florin Andone,FWD,Brighton,0,0,0,0,0,0,64,299,0,0,0,0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,5251,0,0,0,0,-47,36,83,48,TRUE,0,31,64,Florin,Andone
Wilfried Zaha,MID,Crystal Palace,1.5,0,0,4,0,2.2,141,301,4,0,1,4,2021-04-10T16:30:00Z,90,5,0,0,0,0,31,0,705455,4,1,4,2,-6277,6728,13005,71,TRUE,0,31,141,Wilfried,Zaha
João Filipe Iria Santos Moutinho,MID,Wolves,0.8,0,0,14,0,28.7,454,302,0,0,6.7,21.2,2021-04-09T19:00:00Z,58,8,0,0,0,0,31,0,68023,1,0,17,1,-1146,38,1184,52,FALSE,0,31,454,João Filipe Iria,Santos Moutinho
Nampalys Mendy,MID,Leicester,0.5,0,0,0,0,0,518,308,0,0,0,0,2021-04-11T13:05:00Z,0,19,0,0,0,0,31,0,129812,2,3,0,0,-1238,2266,3504,42,FALSE,0,31,518,Nampalys,Mendy
James Rodríguez,MID,Everton,7,0,0,9,1,13,508,299,0,0,4.4,9,2021-04-12T19:15:00Z,90,3,0,0,0,0,31,0,678498,0,0,22,3,22286,27266,4980,77,FALSE,0,31,508,James,Rodríguez
Aaron Mooy,MID,Brighton,0,0,0,0,0,0,60,299,0,0,0,0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,827,0,0,0,0,-2,0,2,50,TRUE,0,31,60,Aaron,Mooy
Fabian Schär,DEF,Newcastle,0,0,0,0,0,0,334,300,0,0,0,0,2021-04-11T11:00:00Z,0,4,0,0,0,0,31,0,4792,2,1,0,0,-115,43,158,49,FALSE,0,31,334,Fabian,Schär
Nigel Lonwijk,DEF,Wolves,0,0,0,0,0,0,629,302,0,0,0,0,2021-04-09T19:00:00Z,0,8,0,0,0,0,31,0,1790,1,0,0,0,20,65,45,40,FALSE,0,31,629,Nigel,Lonwijk
Ben White,DEF,Brighton,5,0,3,27,1,12.2,74,299,0,0,3.6,21.8,2021-04-12T19:15:00Z,90,7,0,0,0,0,31,0,183927,0,0,2,9,-8787,2511,11298,45,TRUE,0,31,74,Ben,White
Mason Holgate,DEF,Everton,3.5,0,0,22,1,1.3,165,299,0,0,1.4,12.8,2021-04-12T19:15:00Z,90,3,0,0,0,0,31,0,72824,0,0,0,5,-1066,1800,2866,48,FALSE,1,31,165,Mason,Holgate
Shkodran Mustafi,DEF,Arsenal,0,0,0,0,0,0,7,305,0,0,0,0,2021-04-11T18:00:00Z,0,15,0,0,0,0,31,0,3403,3,0,0,0,-12,0,12,50,FALSE,0,31,7,Shkodran,Mustafi
Meritan Shabani,MID,Wolves,0,0,0,0,0,0,553,302,0,0,0,0,2021-04-09T19:00:00Z,0,8,0,0,0,0,31,0,2389,1,0,0,0,-13,0,13,44,FALSE,0,31,553,Meritan,Shabani
Isaac Price,MID,Everton,1.3,0,0,0,0,0,691,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,45,FALSE,0,31,691,Isaac,Price
Jordan Pickford,GK,Everton,0,0,0,0,0,0,157,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,378380,0,0,0,0,-17475,275,17750,48,FALSE,0,31,157,Jordan,Pickford
Jesurun Rak-Sakyi,MID,Crystal Palace,0.8,0,0,0,0,0,688,301,0,0,0,0,2021-04-10T16:30:00Z,0,5,0,0,0,0,31,0,0,4,1,0,0,0,0,0,45,TRUE,0,31,688,Jesurun,Rak-Sakyi
Callum Wilson,FWD,Newcastle,0.3,0,0,0,0,0.1,506,300,0,0,0,0,2021-04-11T11:00:00Z,33,4,0,0,0,0,31,0,443955,2,1,0,1,7057,14724,7667,65,FALSE,0,31,506,Callum,Wilson
Edouard Mendy,GK,Chelsea,1.5,0,0,6,0,0,548,301,1,0,0.2,1.8,2021-04-10T16:30:00Z,90,6,0,0,0,0,31,0,833282,4,1,0,2,80262,109392,29130,52,FALSE,0,31,548,Edouard,Mendy
Chris Wood,FWD,Burnley,7.5,1,0,16,0,24.2,91,300,2,0,8.5,17,2021-04-11T11:00:00Z,90,14,0,0,0,0,31,0,165949,2,1,44,5,84885,92191,7306,62,TRUE,0,31,91,Chris,Wood
Maxime Le Marchand,DEF,Fulham,0,0,0,0,0,0,173,302,0,0,0,0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,4247,1,0,0,0,-28,0,28,41,TRUE,0,31,173,Maxime,Le Marchand
Phil Bardsley,DEF,Burnley,0,0,0,0,0,0,82,300,0,0,0,0,2021-04-11T11:00:00Z,0,14,0,0,0,0,31,0,12788,2,1,0,0,-23,64,87,44,TRUE,0,31,82,Phil,Bardsley
Jake Vokins,DEF,Southampton,0,0,0,0,0,0,380,307,0,0,0,0,2021-04-12T17:00:00Z,0,18,0,0,0,0,31,0,72976,0,3,0,0,-652,0,652,39,FALSE,0,31,380,Jake,Vokins
Anthony Driscoll-Glennon,DEF,Burnley,0,0,0,0,0,0,536,300,0,0,0,0,2021-04-11T11:00:00Z,0,14,0,0,0,0,31,0,8091,2,1,0,0,9,119,110,39,TRUE,0,31,536,Anthony,Driscoll-Glennon
Joe Gelhardt,FWD,Leeds,-1,0,0,0,0,0,667,304,0,0,0,0,2021-04-10T11:30:00Z,0,12,0,0,0,0,31,0,1662,2,1,0,0,306,480,174,45,FALSE,0,31,667,Joe,Gelhardt
Sadio Mané,MID,Liverpool,4.8,0,0,-2,0,0.6,251,303,0,0,2.4,2.4,2021-04-10T14:00:00Z,15,2,0,0,0,0,31,0,400778,1,2,21,1,3842,12662,8820,118,TRUE,0,31,251,Sadio,Mané
Marcos Alonso,DEF,Chelsea,2,0,0,0,0,0,104,301,0,0,0,0,2021-04-10T16:30:00Z,0,6,0,0,0,0,31,0,246460,4,1,0,0,3052,27294,24242,57,FALSE,0,31,104,Marcos,Alonso
Matheus Pereira,MID,West Brom,14.5,0,1,32,1,22.8,481,307,0,1,12.4,45.2,2021-04-12T17:00:00Z,90,16,0,0,0,0,31,0,216008,0,3,56,9,114843,123651,8808,53,TRUE,0,31,481,Matheus,Pereira
Michael Keane,DEF,Everton,3.5,0,0,22,1,0.7,156,299,0,0,2.8,23.2,2021-04-12T19:15:00Z,90,3,0,0,0,0,31,0,496293,0,0,4,5,3318,15252,11934,51,FALSE,1,31,156,Michael,Keane
Lewis Richardson,FWD,Burnley,0.5,0,0,0,0,0,592,300,0,0,0,0,2021-04-11T11:00:00Z,0,14,0,0,0,0,31,0,11091,2,1,0,0,215,537,322,45,TRUE,0,31,592,Lewis,Richardson
Thanawat Suengchitthawon,MID,Leicester,0,0,0,0,0,0,687,308,0,0,0,0,2021-04-11T13:05:00Z,0,19,0,0,0,0,31,0,25,2,3,0,0,17,21,4,45,FALSE,0,31,687,Thanawat,Suengchitthawon
Ademola Lookman,MID,Fulham,1.5,0,0,0,0,0,557,302,0,0,0,0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,177256,1,0,0,0,-79847,2715,82562,50,TRUE,0,31,557,Ademola,Lookman
Thakgalo Leshabela,MID,Leicester,0,0,0,0,0,0,661,308,0,0,0,0,2021-04-11T13:05:00Z,0,19,0,0,0,0,31,0,302,2,3,0,0,-11,22,33,44,FALSE,0,31,661,Thakgalo,Leshabela
Kyron Gordon,DEF,Sheffield Utd,-1,0,0,0,0,0,646,305,0,0,0,0,2021-04-11T18:00:00Z,0,1,0,0,0,0,31,0,1462,3,0,0,0,-162,67,229,40,TRUE,0,31,646,Kyron,Gordon
Andi Zeqiri,FWD,Brighton,0.7,0,0,0,0,0,574,299,0,0,0,0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,6952,0,0,0,0,44,343,299,50,TRUE,0,31,574,Andi,Zeqiri
Nemanja Matic,MID,Man Utd,0.5,0,0,3,0,0.3,295,306,0,0,0,0,2021-04-11T15:30:00Z,1,17,0,0,0,0,31,0,14862,3,1,0,1,-29,78,107,47,FALSE,0,31,295,Nemanja,Matic
Michael Obafemi,FWD,Southampton,0,0,0,0,0,0,381,307,0,0,0,0,2021-04-12T17:00:00Z,0,18,0,0,0,0,31,0,55310,0,3,0,0,-185,137,322,46,FALSE,0,31,381,Michael,Obafemi
Felix Nmecha,MID,Man City,1,0,0,0,0,0,609,304,0,0,0,0,2021-04-10T11:30:00Z,0,10,0,0,0,0,31,0,298,2,1,0,0,-4,3,7,45,TRUE,0,31,609,Felix,Nmecha
Reece Welch,DEF,Everton,1.2,0,0,0,0,0,690,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,40,FALSE,0,31,690,Reece,Welch
Erik Lamela,MID,Spurs,0.7,0,0,6,0,10.8,387,306,2,0,1.5,4.6,2021-04-11T15:30:00Z,12,13,0,0,0,0,31,0,10069,3,1,0,1,38,236,198,57,TRUE,0,31,387,Erik,Lamela
Kevin Long,DEF,Burnley,0,0,0,0,0,0,85,300,0,0,0,0,2021-04-11T11:00:00Z,0,14,0,0,0,0,31,0,12150,2,1,0,0,-206,15,221,43,TRUE,0,31,85,Kevin,Long
Andros Townsend,MID,Crystal Palace,0,0,0,5,0,0.3,137,301,1,0,0.3,2.2,2021-04-10T16:30:00Z,14,5,0,0,0,0,31,0,88139,4,1,0,1,-541,202,743,55,TRUE,0,31,137,Andros,Townsend
Bjorn Engels,DEF,Aston Villa,-0.5,0,0,0,0,0,36,303,0,0,0,0,2021-04-10T14:00:00Z,0,11,0,0,0,0,31,0,5311,1,2,0,0,-2,35,37,44,FALSE,0,31,36,Bjorn,Engels
Jakub Ojrzynski,GK,Liverpool,0.5,0,0,0,0,0,678,303,0,0,0,0,2021-04-10T14:00:00Z,0,2,0,0,0,0,31,0,191,1,2,0,0,-11,36,47,40,TRUE,0,31,678,Jakub,Ojrzynski
Ruben Loftus-Cheek,MID,Fulham,1.7,0,0,-1,1,2,115,302,0,0,1,0,2021-04-09T19:00:00Z,62,20,0,0,0,0,31,0,17440,1,0,8,3,-496,639,1135,59,TRUE,0,31,115,Ruben,Loftus-Cheek
Jakub Moder,MID,Brighton,2.7,0,0,5,1,12.8,628,299,0,0,2.7,1.2,2021-04-12T19:15:00Z,86,7,0,0,0,0,31,0,1017,0,0,13,3,137,186,49,50,TRUE,0,31,628,Jakub,Moder
André Filipe Tavares Gomes,MID,Everton,0,0,0,0,0,0,158,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,17362,0,0,0,0,-302,66,368,53,FALSE,0,31,158,André Filipe,Tavares Gomes
José Ignacio Peleteiro Romallo,MID,Aston Villa,0,0,0,0,0,0,34,303,0,0,0,0,2021-04-10T14:00:00Z,0,11,0,0,0,0,31,0,3195,1,2,0,0,-3,0,3,59,FALSE,0,31,34,José Ignacio,Peleteiro Romallo
Christian Marques,DEF,Wolves,0,0,0,0,0,0,616,302,0,0,0,0,2021-04-09T19:00:00Z,0,8,0,0,0,0,31,0,9854,1,0,0,0,291,657,366,39,FALSE,0,31,616,Christian,Marques
Josh Benson,MID,Burnley,0,0,0,0,0,0,535,300,0,0,0,0,2021-04-11T11:00:00Z,0,14,0,0,0,0,31,0,1798,2,1,0,0,5,37,32,45,TRUE,0,31,535,Josh,Benson
Fernando Marçal,DEF,Wolves,0,0,0,0,0,0,505,302,0,0,0,0,2021-04-09T19:00:00Z,0,8,0,0,0,0,31,0,6809,1,0,0,0,-10,22,32,47,FALSE,0,31,505,Fernando,Marçal
Sergio Agüero,FWD,Man City,2,0,0,0,0,0,268,304,0,0,0,0,2021-04-10T11:30:00Z,0,10,0,0,0,0,31,0,118241,2,1,0,0,16763,20880,4117,103,TRUE,0,31,268,Sergio,Agüero
Ben Gibson,DEF,Burnley,0,0,0,0,0,0,94,300,0,0,0,0,2021-04-11T11:00:00Z,0,14,0,0,0,0,31,0,8201,2,1,0,0,-38,0,38,39,TRUE,0,31,94,Ben,Gibson
Zeze Steven Sessegnon,DEF,Fulham,0,0,0,0,0,0,192,302,0,0,0,0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,2834,1,0,0,0,-4,0,4,43,TRUE,0,31,192,Zeze Steven,Sessegnon
Ezri Konsa Ngoyo,DEF,Aston Villa,0.5,0,0,5,0,0.2,46,303,2,0,4.2,25,2021-04-10T14:00:00Z,90,11,0,0,0,0,31,0,552368,1,2,17,0,-23760,11899,35659,47,FALSE,1,31,46,Ezri,Konsa Ngoyo
Cheikhou Kouyaté,MID,Crystal Palace,1,0,0,10,0,1.1,133,301,4,0,1.1,9.8,2021-04-10T16:30:00Z,90,5,0,0,0,0,31,0,26393,4,1,0,1,-7,436,443,48,TRUE,1,31,133,Cheikhou,Kouyaté
Conor Coventry,MID,West Ham,0,0,0,0,0,0,668,308,0,0,0,0,2021-04-11T13:05:00Z,0,9,0,0,0,0,31,0,247,2,3,0,0,2,24,22,45,TRUE,0,31,668,Conor,Coventry
Filip Krovinovic,MID,West Brom,0,0,0,0,0,0,555,307,0,0,0,0,2021-04-12T17:00:00Z,0,16,0,0,0,0,31,0,702,0,3,0,0,-6,0,6,49,TRUE,0,31,555,Filip,Krovinovic
Fabio Henrique Tavares,MID,Liverpool,4.2,0,0,16,0,3.8,253,303,1,0,1.4,10.4,2021-04-10T14:00:00Z,90,2,0,0,0,0,31,0,66943,1,2,0,2,1925,2446,521,54,TRUE,0,31,253,Fabio Henrique,Tavares
Percy Tau,MID,Brighton,0,0,0,0,0,0,627,299,0,0,0,0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,1378,0,0,0,0,-96,5,101,49,TRUE,0,31,627,Percy,Tau
Lucas Digne,DEF,Everton,3.5,0,0,23,1,6.3,155,299,0,0,1.7,8.2,2021-04-12T19:15:00Z,90,3,0,0,0,0,31,0,733804,0,0,2,6,-11487,23009,34496,62,FALSE,0,31,155,Lucas,Digne
Pedro Lomba Neto,MID,Wolves,2.7,0,0,4,0,0.6,474,302,0,0,0.1,0.2,2021-04-09T19:00:00Z,31,8,0,0,0,0,31,0,718780,1,0,0,1,148447,181506,33059,57,FALSE,0,31,474,Pedro,Lomba Neto
Iliman Ndiaye,MID,Sheffield Utd,-1,0,0,0,0,0,656,305,0,0,0,0,2021-04-11T18:00:00Z,0,1,0,0,0,0,31,0,186,3,0,0,0,-14,7,21,45,TRUE,0,31,656,Iliman,Ndiaye
Matthew Cash,DEF,Aston Villa,0.5,0,0,11,0,14.5,496,303,2,0,4.6,24,2021-04-10T14:00:00Z,90,11,0,0,0,0,31,0,64978,1,2,7,1,-229,1552,1781,50,FALSE,0,31,496,Matthew,Cash
Jason Steele,GK,Brighton,0,0,0,0,0,0,528,299,0,0,0,0,2021-04-12T19:15:00Z,0,7,0,0,0,0,31,0,60593,0,0,0,0,790,2712,1922,39,TRUE,0,31,528,Jason,Steele
Youri Tielemans,MID,Leicester,2,0,0,15,0,52.6,228,308,3,0,8.3,16.8,2021-04-11T13:05:00Z,90,19,0,0,0,0,31,0,293905,2,3,14,2,-11596,11620,23216,65,FALSE,0,31,228,Youri,Tielemans
Niels Nkounkou,DEF,Everton,0,0,0,0,0,0,559,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,13402,0,0,0,0,-20,128,148,40,FALSE,0,31,559,Niels,Nkounkou
João Pedro Cavaco Cancelo,DEF,Man City,1.5,0,0,21,0,45.8,277,304,2,0,8.7,24.4,2021-04-10T11:30:00Z,90,10,0,0,0,0,31,0,1508688,2,1,17,1,-133803,16467,150270,60,TRUE,0,31,277,João Pedro Cavaco,Cancelo
Ryan Astley,DEF,Everton,0,0,0,0,0,0,681,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,532,0,0,0,0,33,67,34,40,FALSE,0,31,681,Ryan,Astley
Scott Dann,DEF,Crystal Palace,-0.5,0,0,0,0,0,486,301,0,0,0,0,2021-04-10T16:30:00Z,0,5,0,0,0,0,31,0,37637,4,1,0,0,-256,95,351,42,TRUE,0,31,486,Scott,Dann
Eric Garcia,DEF,Man City,1,0,0,0,0,0,288,304,0,0,0,0,2021-04-10T11:30:00Z,0,10,0,0,0,0,31,0,12721,2,1,0,0,-2,76,78,47,TRUE,0,31,288,Eric,Garcia
Hal Robson-Kanu,FWD,West Brom,0,0,0,-1,0,0.2,408,307,0,0,0,0,2021-04-12T17:00:00Z,14,16,0,0,0,0,31,0,7098,0,3,0,1,44,243,199,52,TRUE,0,31,408,Hal,Robson-Kanu
Romaine Sawyers,MID,West Brom,-0.5,0,0,0,0,0,413,307,0,0,0,0,2021-04-12T17:00:00Z,0,16,0,0,0,0,31,0,2394,0,3,0,0,-49,26,75,46,TRUE,0,31,413,Romaine,Sawyers
Michael Hector,DEF,Fulham,0,0,0,0,0,0,178,302,0,0,0,0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,10569,1,0,0,0,120,291,171,41,TRUE,0,31,178,Michael,Hector
Ian Carlo Poveda-Ocampo,MID,Leeds,-1,0,0,0,0,0,209,304,0,0,0,0,2021-04-10T11:30:00Z,0,12,0,0,0,0,31,0,22350,2,1,0,0,424,1090,666,42,FALSE,0,31,209,Ian Carlo,Poveda-Ocampo
Fabian Delph,MID,Everton,0,0,0,0,0,0,149,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,2682,0,0,0,0,-18,9,27,48,FALSE,0,31,149,Fabian,Delph
Jed Steer,GK,Aston Villa,-0.5,0,0,0,0,0,32,303,0,0,0,0,2021-04-10T14:00:00Z,0,11,0,0,0,0,31,0,362336,1,2,0,0,-452,8701,9153,39,FALSE,0,31,32,Jed,Steer
Jonathan Leko,MID,West Brom,0,0,0,0,0,0,420,307,0,0,0,0,2021-04-12T17:00:00Z,0,16,0,0,0,0,31,0,1625,0,3,0,0,-4,0,4,45,TRUE,0,31,420,Jonathan,Leko
Wesley Fofana,DEF,Leicester,0.5,0,0,12,0,2,561,308,3,0,2.2,9.6,2021-04-11T13:05:00Z,90,19,0,0,0,0,31,0,52460,2,3,10,0,22673,27931,5258,50,FALSE,1,31,561,Wesley,Fofana
Terence Kongolo,DEF,Fulham,0.7,0,0,15,0,4.7,585,302,1,0,2.4,16.8,2021-04-09T19:00:00Z,90,20,0,0,0,0,31,0,421,1,0,2,2,-7,30,37,43,TRUE,0,31,585,Terence,Kongolo
Anthony Gordon,MID,Everton,0,0,0,0,0,0,168,299,0,0,0,0,2021-04-12T19:15:00Z,0,3,0,0,0,0,31,0,34953,0,0,0,0,-462,0,462,43,FALSE,0,31,168,Anthony,Gordon
Hakim Ziyech,MID,Chelsea,1.5,0,0,6,0,10.9,114,301,0,0,1.8,7,2021-04-10T16:30:00Z,7,6,0,0,0,0,31,0,177191,4,1,0,1,-6280,3441,9721,79,FALSE,0,31,114,Hakim,Ziyech
Timothy Castagne,DEF,Leicester,1,0,0,13,0,8.3,498,308,3,0,3.7,10.4,2021-04-11T13:05:00Z,90,19,0,0,0,0,31,0,331168,2,3,18,1,10234,16146,5912,57,FALSE,0,31,498,Timothy,Castagne
